title,keywords,description,,url,Topic,Sub classification,_id
Orthology and Diseases Information - OGO,deref-vocab; diseases-information-orthology; format-ogo; lifesciences; lod; no-license-metadata; no-vocab-mappings; provenance-metadata; published-by-third-party,The OGOLOD system  an extension of the OGO Knowledge Base  publishes ortholog/diseases information using Linked Data. This gives the scientists the ability to query the structured information in connection with other Linked  Data and to discover new information in the cloud  related to orthologs and human diseases.,,https://lod-cloud.net/dataset/ogolod,health,Human Biology,ogolod
VANDF,biomedicine; bioportal; format-rdf; format-rrf; lod; ontology; published-by-third-party,Veterans Health Administration National Drug File,,https://lod-cloud.net/dataset/bioportal-vandf,health,Animal sciences/medical sciences,bioportal-vandf
"CRISP Thesaurus, 2006",biomedicine; bioportal; format-rdf; format-rrf; lod; ontology; published-by-third-party,Computer Retrieval of Information on Scientific Projects (CRISP),,https://lod-cloud.net/dataset/bioportal-csp,SLR,publication/health,bioportal-csp
Open data of Uzbekistan,,Government,,https://lod-cloud.net/dataset/The_Respublic_of_Uzbekistan,cultural heritage,,The_Respublic_of_Uzbekistan
Universal Dependencies Treebank Hindi,corpus; linguistics; lod,Universal Dependencies is a project that seeks to develop cross-linguistically consistent treebank annotation for many languages  with the goal of facilitating multilingual parser development  cross-lingual learning  and parsing research from a language typology perspective. The annotation scheme is based on (universal) Stanford dependencies (de Marneffe et al.  2006  2008  2014)  Google universal part-of-speech tags (Petrov et al.  2012)  and the Interset interlingua for morphosyntactic tagsets (Zeman  2008).    This dataset refers to UD's Hindi treebank.,,https://lod-cloud.net/dataset/universal-dependencies-treebank-hindi,linguistics,corpora,universal-dependencies-treebank-hindi
COSTART,biomedicine; bioportal; format-rdf; format-rrf; lod; ontology; published-by-third-party,Coding Symbols for Thesaurus of Adverse Reaction Terms (COSTART). 5th ed. Rockville (MD). COSTART is used for coding  filing  and retrieving post-marketing adverse drug and biologic experience reports. COSTART is organized in body system and pathophysiology hierarchies  as well as a separate fetal/neonatal category of less than 20 terms.  COSTART has been superseded by the Medical Dictionary for Regulatory Activities (MedDRA) Terminology. For more information about MedDRA in the Metathesaurus  see the MedDRA source synopsis.  COSTART was last updated in the Metathesaurus in 1999.,,https://lod-cloud.net/dataset/bioportal-cst,Linguistics,Linguistics,bioportal-cst
PMA 2010,biomedicine; bioportal; format-owl; format-rdf; lod; ontology; published-by-third-party,The Portfolio Management Application (PMA) is a system for tracking grants and producing reports - Users can access grant data through a query interface and a variety of pre-defined forms and reports,,https://lod-cloud.net/dataset/bioportal-pma,SLR,publications,bioportal-pma
opendatascotland-simd-housing-rank,LinkedDataCrawl2014; crawledLinkedDataCloud2014; dataset-level-metadata; dump; format-cube; format-dcat; format-dcterm; format-rdf; format-rdfs; format-void; government; license-metadata; lodcloud-diagram-2014-08-30; provenance-metadata; sparql,,,https://lod-cloud.net/dataset/opendatascotland-simd-housing-rank,,,opendatascotland-simd-housing-rank
Ontology for MicroRNA Target Prediction,biomedicine; bioportal; format-owl; format-rdf; lod; ontology; published-by-third-party,The purpose of the OMIT ontology is to facilitate the identification and characterization of important roles microRNAs (miRNAs) played in human cancer. To be more specific  it aims to assist cancer biologists in unraveling important roles of miRNAs in human cancer.,,https://lod-cloud.net/dataset/bioportal-omit,health,Human Biology,bioportal-omit
CiteSeer (Research Index) (RKBExplorer),deref-vocab; format-dc; format-rdf; lod; lodcloud-diagram-2011-09-19; lodcloud-diagram-2014-08-30; no-license-metadata; no-vocab-mappings; provenance-metadata; publications; published-by-third-party; void-sparql-endpoint,,,https://lod-cloud.net/dataset/rkb-explorer-citeseer,,,rkb-explorer-citeseer
Semantic Quran,semantic; quran; Multilingual dataset; Natural Language Processing; Morpho-syntatic data; Linked Data; ontology,The Semantic Quran dataset is a multilingual RDF representation of translations of the Quran. The dataset was created by integrating data from two different semi-structured sources. The dataset were aligned to an ontology designed to represent multilingual data from sources with a hierarchical structure. The resulting RDF data encompasses 43 different languages which belong to the most under represented languages in Linked Data  including Arabic  Amharic and Amazigh. We designed the dataset to be easily usable in natural-language processing applications with the goal of facilitating the development of knowledge extraction tools for these languages. In particular  the Semantic Quran is compatible with the Natural-Language Interchange Format and contains explicit morpho-syntactic information on the utilized terms.,,https://lod-cloud.net/dataset/semanticquran,linguistics,Thesaurus,semanticquran
BabelNet,access-web; format-rdf; ldl-2014; lemon; lexical-resources; lexico; linguistics; llod; void-sparql-endpoint,BabelNet is both a multilingual encyclopedic dictionary  with lexicographic and encyclopedic coverage of terms  and an ontology which connects concepts and named entities in a very large network of semantic relations  made up of 13 801 844 millions of nodes  called Babel synsets. Each Babel synset represents a given meaning and contains all the synonyms which in different languages express that meaning. The BabelNet resource is made available under the Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported license. The different resources from which BabelNet originates are made available under different licenses  as follows: WordNet: http://wordnet.princeton.edu/wordnet/license/  Wikipedia: Creative Commons Attribution-ShareAlike 3.0 Unported license  Wiktionary: Creative Commons Attribution-ShareAlike 3.0 Unported license  OmegaWiki: Creative Commons Attribution 2.5 Generic license or higher  ItalWordNet: Open Data Commons Attribution 1.0 License  and Open Multilingual WordNet: different licenses according to the language  as indicated at http://compling.hss.ntu.edu.sg/omw/. When applicable  specific license rights are specified through the property dcterms:license. Please make sure of using data in compliance with their respective licenses.,,https://lod-cloud.net/dataset/babelnet,linguistics,Dictionary,babelnet
Physical Medicine and Rehabilitation,biomedicine; bioportal; format-owl; format-rdf; lod; ontology; published-by-third-party,Knowledge representation related to computer-based decision support in rehabilitation; concepts and relationships in the rehabilitation domain  integrating clinical practice  the ICD (specifically its 11th revision)  the clinical investigator record ontology  the ICF and SNOMED CT.,,https://lod-cloud.net/dataset/bioportal-pmr,health,Medical sciences,bioportal-pmr
Australian Climate Observations Reference Network - Surface Air Temperature Dataset,australia; bureau-of-meteorology; climate; deref-vocab; format-dct; format-foaf; format-geo; format-qb; format-skos; format-ssn; format-time; government; lod; lodcloud-diagram-2014-08-30; provenance-metadata; published-by-third-party; temperature,ACORN-SAT  the Australian Climate Observations Reference Network - Surface Air Temperature data set  is a homogenized daily maximum and minimum temperature data set containing data from 112 locations across Australia extending from 1910 to the present.,,https://lod-cloud.net/dataset/acorn-sat,cultural heritage,,acorn-sat
Semantic Web Dog Food Corpus,ckanupload.esw.200910; format-foaf; format-rdf; linkeddata; lod; no-license-metadata; no-proprietary-vocab; no-provenance-metadata; no-vocab-mappings; publications; published-by-producer; rdf; semantic-web,### About    Data exposed: Metadata (papers  presentations  people) for several semantic web related conferences and workshops  including the most recent ISWC  ESWC and WWW events.    Notes: The dump locations can be found in the site's semantic sitemap    ### Openness    No information found.,,https://lod-cloud.net/dataset/semantic-web-dog-food,SLR,,semantic-web-dog-food
Test,,Test Präsi,,https://lod-cloud.net/dataset/Test_,,,Test_
"Test Site, LOD Lab 317",format-cc; format-dc; format-dct; format-foaf; format-org; format-prov; format-r4r; format-rdfs; format-schema; format-skos; format-wde; format-xsd; license-metadata; lod; lodcloud.nolinks; lodcloud.unconnected; no-deref-vocab; no-vocab-mappings; provenance-metadata; publications; published-by-third-party; vocab-mappings,Sample linked data converted from Union Catalog of Digital Archives Taiwan.,,https://lod-cloud.net/dataset/iislod-test,cultural heritage,,iislod-test
First not-normalized set of language resources from LREC2014,LOD; Linguistic Dataset LOD RDF; linguistic,First not-normalized set of language resources from LREC2014  including workshops,,https://lod-cloud.net/dataset/lremap-ri,,,lremap-ri
ChEMBL RDF,bioinformatics; cheminformatics; lifesciences; linked data; lod; lodcloud-diagram-2014-08-30; provenance-metadata; published-by-producer; rdf; vocab-mappings,ChEMBL is a database of bioactive drug-like small molecules  it contains 2-D structures  calculated properties (e.g. logP  Molecular Weight  Lipinski Parameters  etc.) and abstracted bioactivities (e.g. binding constants  pharmacology and ADMET data). The data is abstracted and curated from the primary scientific literature  and cover a significant fraction of the SAR and discovery of modern drugs.    It is available in RDF form through EMBL-EBI's RDF Platform.,,https://lod-cloud.net/dataset/chembl-rdf,health,Medical sciences,chembl-rdf
Czech addresses – Adresy v České republice,bydlení; domestic policy; habitat; interior_ministry_czech_republic; meta.imported-from.cz.ckan.net; ministerstvo; ministerstvo_vnitra; ministry; public safety; residence; sídlo; veřejná bezpečnost; vnitřní politika,,,https://lod-cloud.net/dataset/czech_addresses,,,czech_addresses
statusnet-status-net,LinkedDataCrawl2014; crawledLinkedDataCloud2014; format-bio; format-foaf; format-pos; format-rdf; format-rdfs; format-sioc; lodcloud-diagram-2014-08-30; social web,StatusNet instance hosted at http://status.net,,https://lod-cloud.net/dataset/statusnet-status-net,,,statusnet-status-net
